Time of A;Time minus avg Time of A;Time of B;Time minus avg Time of B;Avg time of A & B;Payment A;Payment B;Fact.A Time of A;Fact.A Time minus avg Time of A;Fact.A Time of B;Fact.A Time minus avg Time of B;Fact.A Avg time of A & B;Fact.A Payment A;Fact.A Payment B;Fact.B Time of A;Fact.B Time minus avg Time of A;Fact.B Time of B;Fact.B Time minus avg Time of B;Fact.B Avg time of A & B;Fact.B Payment A;Fact.B Payment B
1321.0;-1410.0;7960.0;863.0;-273.5;1136.5;-1136.5;1321000.0;1318269.0;7960.0;863.0;659566.0;-658703.0;658703.0;1321.0;-1410.0;7960000.0;7952903.0;3975746.5;3977156.5;-3977156.5
2554.0;-177.0;6919.0;-178.0;-177.5;-0.5;0.5;2554000.0;2551269.0;6919.0;-178.0;1275545.5;-1275723.5;1275723.5;2554.0;-177.0;6919000.0;6911903.0;3455863.0;3456040.0;-3456040.0
1589.0;-1142.0;7543.0;446.0;-348.0;794.0;-794.0;1589000.0;1586269.0;7543.0;446.0;793357.5;-792911.5;792911.5;1589.0;-1142.0;7543000.0;7535903.0;3767380.5;3768522.5;-3768522.5
1311.0;-1420.0;7983.0;886.0;-267.0;1153.0;-1153.0;1311000.0;1308269.0;7983.0;886.0;654577.5;-653691.5;653691.5;1311.0;-1420.0;7983000.0;7975903.0;3987241.5;3988661.5;-3988661.5
5226.0;2495.0;6482.0;-615.0;940.0;-1555.0;1555.0;5226000.0;5223269.0;6482.0;-615.0;2611327.0;-2611942.0;2611942.0;5226.0;2495.0;6482000.0;6474903.0;3238699.0;3236204.0;-3236204.0
2400.0;-331.0;6990.0;-107.0;-219.0;112.0;-112.0;2400000.0;2397269.0;6990.0;-107.0;1198581.0;-1198688.0;1198688.0;2400.0;-331.0;6990000.0;6982903.0;3491286.0;3491617.0;-3491617.0
3177.0;446.0;6759.0;-338.0;54.0;-392.0;392.0;3177000.0;3174269.0;6759.0;-338.0;1586965.5;-1587303.5;1587303.5;3177.0;446.0;6759000.0;6751903.0;3376174.5;3375728.5;-3375728.5
4514.0;1783.0;6555.0;-542.0;620.5;-1162.5;1162.5;4514000.0;4511269.0;6555.0;-542.0;2255363.5;-2255905.5;2255905.5;4514.0;1783.0;6555000.0;6547903.0;3274843.0;3273060.0;-3273060.0
2688.0;-43.0;6872.0;-225.0;-134.0;-91.0;91.0;2688000.0;2685269.0;6872.0;-225.0;1342522.0;-1342747.0;1342747.0;2688.0;-43.0;6872000.0;6864903.0;3432430.0;3432473.0;-3432473.0
2010.0;-721.0;7188.0;91.0;-315.0;406.0;-406.0;2010000.0;2007269.0;7188.0;91.0;1003680.0;-1003589.0;1003589.0;2010.0;-721.0;7188000.0;7180903.0;3590091.0;3590812.0;-3590812.0
1349.0;-1382.0;7872.0;775.0;-303.5;1078.5;-1078.5;1349000.0;1346269.0;7872.0;775.0;673522.0;-672747.0;672747.0;1349.0;-1382.0;7872000.0;7864903.0;3931760.5;3933142.5;-3933142.5
2274.0;-457.0;7031.0;-66.0;-261.5;195.5;-195.5;2274000.0;2271269.0;7031.0;-66.0;1135601.5;-1135667.5;1135667.5;2274.0;-457.0;7031000.0;7023903.0;3511723.0;3512180.0;-3512180.0
3058.0;327.0;6788.0;-309.0;9.0;-318.0;318.0;3058000.0;3055269.0;6788.0;-309.0;1527480.0;-1527789.0;1527789.0;3058.0;327.0;6788000.0;6780903.0;3390615.0;3390288.0;-3390288.0
1959.0;-772.0;7219.0;122.0;-325.0;447.0;-447.0;1959000.0;1956269.0;7219.0;122.0;978195.5;-978073.5;978073.5;1959.0;-772.0;7219000.0;7211903.0;3605565.5;3606337.5;-3606337.5
5066.0;2335.0;6497.0;-600.0;867.5;-1467.5;1467.5;5066000.0;5063269.0;6497.0;-600.0;2531334.5;-2531934.5;2531934.5;5066.0;2335.0;6497000.0;6489903.0;3246119.0;3243784.0;-3243784.0
3670.0;939.0;6670.0;-427.0;256.0;-683.0;683.0;3670000.0;3667269.0;6670.0;-427.0;1833421.0;-1833848.0;1833848.0;3670.0;939.0;6670000.0;6662903.0;3331921.0;3330982.0;-3330982.0
3616.0;885.0;6677.0;-420.0;232.5;-652.5;652.5;3616000.0;3613269.0;6677.0;-420.0;1806424.5;-1806844.5;1806844.5;3616.0;885.0;6677000.0;6669903.0;3335394.0;3334509.0;-3334509.0
4222.0;1491.0;6598.0;-499.0;496.0;-995.0;995.0;4222000.0;4219269.0;6598.0;-499.0;2109385.0;-2109884.0;2109884.0;4222.0;1491.0;6598000.0;6590903.0;3296197.0;3294706.0;-3294706.0
2438.0;-293.0;6976.0;-121.0;-207.0;86.0;-86.0;2438000.0;2435269.0;6976.0;-121.0;1217574.0;-1217695.0;1217695.0;2438.0;-293.0;6976000.0;6968903.0;3484305.0;3484598.0;-3484598.0
2081.0;-650.0;7154.0;57.0;-296.5;353.5;-353.5;2081000.0;2078269.0;7154.0;57.0;1039163.0;-1039106.0;1039106.0;2081.0;-650.0;7154000.0;7146903.0;3573126.5;3573776.5;-3573776.5
2112.0;-619.0;7129.0;32.0;-293.5;325.5;-325.5;2112000.0;2109269.0;7129.0;32.0;1054650.5;-1054618.5;1054618.5;2112.0;-619.0;7129000.0;7121903.0;3560642.0;3561261.0;-3561261.0
1710.0;-1021.0;7399.0;302.0;-359.5;661.5;-661.5;1710000.0;1707269.0;7399.0;302.0;853785.5;-853483.5;853483.5;1710.0;-1021.0;7399000.0;7391903.0;3695441.0;3696462.0;-3696462.0
2766.0;35.0;6848.0;-249.0;-107.0;-142.0;142.0;2766000.0;2763269.0;6848.0;-249.0;1381510.0;-1381759.0;1381759.0;2766.0;35.0;6848000.0;6840903.0;3420469.0;3420434.0;-3420434.0
4555.0;1824.0;6550.0;-547.0;638.5;-1185.5;1185.5;4555000.0;4552269.0;6550.0;-547.0;2275861.0;-2276408.0;2276408.0;4555.0;1824.0;6550000.0;6542903.0;3272363.5;3270539.5;-3270539.5
1507.0;-1224.0;7641.0;544.0;-340.0;884.0;-884.0;1507000.0;1504269.0;7641.0;544.0;752406.5;-751862.5;751862.5;1507.0;-1224.0;7641000.0;7633903.0;3816339.5;3817563.5;-3817563.5
3889.0;1158.0;6641.0;-456.0;351.0;-807.0;807.0;3889000.0;3886269.0;6641.0;-456.0;1942906.5;-1943362.5;1943362.5;3889.0;1158.0;6641000.0;6633903.0;3317530.5;3316372.5;-3316372.5
1297.0;-1434.0;8031.0;934.0;-250.0;1184.0;-1184.0;1297000.0;1294269.0;8031.0;934.0;647601.5;-646667.5;646667.5;1297.0;-1434.0;8031000.0;8023903.0;4011234.5;4012668.5;-4012668.5
5284.0;2553.0;6474.0;-623.0;965.0;-1588.0;1588.0;5284000.0;5281269.0;6474.0;-623.0;2640323.0;-2640946.0;2640946.0;5284.0;2553.0;6474000.0;6466903.0;3234728.0;3232175.0;-3232175.0
1466.0;-1265.0;7707.0;610.0;-327.5;937.5;-937.5;1466000.0;1463269.0;7707.0;610.0;731939.5;-731329.5;731329.5;1466.0;-1265.0;7707000.0;7699903.0;3849319.0;3850584.0;-3850584.0
3612.0;881.0;6678.0;-419.0;231.0;-650.0;650.0;3612000.0;3609269.0;6678.0;-419.0;1804425.0;-1804844.0;1804844.0;3612.0;881.0;6678000.0;6670903.0;3335892.0;3335011.0;-3335011.0
1584.0;-1147.0;7547.0;450.0;-348.5;798.5;-798.5;1584000.0;1581269.0;7547.0;450.0;790859.5;-790409.5;790409.5;1584.0;-1147.0;7547000.0;7539903.0;3769378.0;3770525.0;-3770525.0
4838.0;2107.0;6520.0;-577.0;765.0;-1342.0;1342.0;4838000.0;4835269.0;6520.0;-577.0;2417346.0;-2417923.0;2417923.0;4838.0;2107.0;6520000.0;6512903.0;3257505.0;3255398.0;-3255398.0
1282.0;-1449.0;8057.0;960.0;-244.5;1204.5;-1204.5;1282000.0;1279269.0;8057.0;960.0;640114.5;-639154.5;639154.5;1282.0;-1449.0;8057000.0;8049903.0;4024227.0;4025676.0;-4025676.0
3033.0;302.0;6795.0;-302.0;0.0;-302.0;302.0;3033000.0;3030269.0;6795.0;-302.0;1514983.5;-1515285.5;1515285.5;3033.0;302.0;6795000.0;6787903.0;3394102.5;3393800.5;-3393800.5
3923.0;1192.0;6635.0;-462.0;365.0;-827.0;827.0;3923000.0;3920269.0;6635.0;-462.0;1959903.5;-1960365.5;1960365.5;3923.0;1192.0;6635000.0;6627903.0;3314547.5;3313355.5;-3313355.5
2328.0;-403.0;7009.0;-88.0;-245.5;157.5;-157.5;2328000.0;2325269.0;7009.0;-88.0;1162590.5;-1162678.5;1162678.5;2328.0;-403.0;7009000.0;7001903.0;3500750.0;3501153.0;-3501153.0
3351.0;620.0;6722.0;-375.0;122.5;-497.5;497.5;3351000.0;3348269.0;6722.0;-375.0;1673947.0;-1674322.0;1674322.0;3351.0;620.0;6722000.0;6714903.0;3357761.5;3357141.5;-3357141.5
1611.0;-1120.0;7513.0;416.0;-352.0;768.0;-768.0;1611000.0;1608269.0;7513.0;416.0;804342.5;-803926.5;803926.5;1611.0;-1120.0;7513000.0;7505903.0;3752391.5;3753511.5;-3753511.5
2141.0;-590.0;7113.0;16.0;-287.0;303.0;-303.0;2141000.0;2138269.0;7113.0;16.0;1069142.5;-1069126.5;1069126.5;2141.0;-590.0;7113000.0;7105903.0;3552656.5;3553246.5;-3553246.5
5070.0;2339.0;6491.0;-606.0;866.5;-1472.5;1472.5;5070000.0;5067269.0;6491.0;-606.0;2533331.5;-2533937.5;2533937.5;5070.0;2339.0;6491000.0;6483903.0;3243121.0;3240782.0;-3240782.0
3515.0;784.0;6696.0;-401.0;191.5;-592.5;592.5;3515000.0;3512269.0;6696.0;-401.0;1755934.0;-1756335.0;1756335.0;3515.0;784.0;6696000.0;6688903.0;3344843.5;3344059.5;-3344059.5
4532.0;1801.0;6553.0;-544.0;628.5;-1172.5;1172.5;4532000.0;4529269.0;6553.0;-544.0;2264362.5;-2264906.5;2264906.5;4532.0;1801.0;6553000.0;6545903.0;3273852.0;3272051.0;-3272051.0
2660.0;-71.0;6875.0;-222.0;-146.5;-75.5;75.5;2660000.0;2657269.0;6875.0;-222.0;1328523.5;-1328745.5;1328745.5;2660.0;-71.0;6875000.0;6867903.0;3433916.0;3433987.0;-3433987.0
2534.0;-197.0;6926.0;-171.0;-184.0;13.0;-13.0;2534000.0;2531269.0;6926.0;-171.0;1265549.0;-1265720.0;1265720.0;2534.0;-197.0;6926000.0;6918903.0;3459353.0;3459550.0;-3459550.0
2469.0;-262.0;6959.0;-138.0;-200.0;62.0;-62.0;2469000.0;2466269.0;6959.0;-138.0;1233065.5;-1233203.5;1233203.5;2469.0;-262.0;6959000.0;6951903.0;3475820.5;3476082.5;-3476082.5
2395.0;-336.0;6993.0;-104.0;-220.0;116.0;-116.0;2395000.0;2392269.0;6993.0;-104.0;1196082.5;-1196186.5;1196186.5;2395.0;-336.0;6993000.0;6985903.0;3492783.5;3493119.5;-3493119.5
4191.0;1460.0;6602.0;-495.0;482.5;-977.5;977.5;4191000.0;4188269.0;6602.0;-495.0;2093887.0;-2094382.0;2094382.0;4191.0;1460.0;6602000.0;6594903.0;3298181.5;3296721.5;-3296721.5
1415.0;-1316.0;7789.0;692.0;-312.0;1004.0;-1004.0;1415000.0;1412269.0;7789.0;692.0;706480.5;-705788.5;705788.5;1415.0;-1316.0;7789000.0;7781903.0;3890293.5;3891609.5;-3891609.5
3855.0;1124.0;6642.0;-455.0;334.5;-789.5;789.5;3855000.0;3852269.0;6642.0;-455.0;1925907.0;-1926362.0;1926362.0;3855.0;1124.0;6642000.0;6634903.0;3318013.5;3316889.5;-3316889.5
1782.0;-949.0;7351.0;254.0;-347.5;601.5;-601.5;1782000.0;1779269.0;7351.0;254.0;889761.5;-889507.5;889507.5;1782.0;-949.0;7351000.0;7343903.0;3671477.0;3672426.0;-3672426.0
3286.0;555.0;6738.0;-359.0;98.0;-457.0;457.0;3286000.0;3283269.0;6738.0;-359.0;1641455.0;-1641814.0;1641814.0;3286.0;555.0;6738000.0;6730903.0;3365729.0;3365174.0;-3365174.0
1744.0;-987.0;7372.0;275.0;-356.0;631.0;-631.0;1744000.0;1741269.0;7372.0;275.0;870772.0;-870497.0;870497.0;1744.0;-987.0;7372000.0;7364903.0;3681958.0;3682945.0;-3682945.0
1537.0;-1194.0;7617.0;520.0;-337.0;857.0;-857.0;1537000.0;1534269.0;7617.0;520.0;767394.5;-766874.5;766874.5;1537.0;-1194.0;7617000.0;7609903.0;3804354.5;3805548.5;-3805548.5
5067.0;2336.0;6496.0;-601.0;867.5;-1468.5;1468.5;5067000.0;5064269.0;6496.0;-601.0;2531834.0;-2532435.0;2532435.0;5067.0;2336.0;6496000.0;6488903.0;3245619.5;3243283.5;-3243283.5
2458.0;-273.0;6970.0;-127.0;-200.0;73.0;-73.0;2458000.0;2455269.0;6970.0;-127.0;1227571.0;-1227698.0;1227698.0;2458.0;-273.0;6970000.0;6962903.0;3481315.0;3481588.0;-3481588.0
1936.0;-795.0;7228.0;131.0;-332.0;463.0;-463.0;1936000.0;1933269.0;7228.0;131.0;966700.0;-966569.0;966569.0;1936.0;-795.0;7228000.0;7220903.0;3610054.0;3610849.0;-3610849.0
1459.0;-1272.0;7723.0;626.0;-323.0;949.0;-949.0;1459000.0;1456269.0;7723.0;626.0;728447.5;-727821.5;727821.5;1459.0;-1272.0;7723000.0;7715903.0;3857315.5;3858587.5;-3858587.5
2563.0;-168.0;6916.0;-181.0;-174.5;-6.5;6.5;2563000.0;2560269.0;6916.0;-181.0;1280044.0;-1280225.0;1280225.0;2563.0;-168.0;6916000.0;6908903.0;3454367.5;3454535.5;-3454535.5
2597.0;-134.0;6905.0;-192.0;-163.0;-29.0;29.0;2597000.0;2594269.0;6905.0;-192.0;1297038.5;-1297230.5;1297230.5;2597.0;-134.0;6905000.0;6897903.0;3448884.5;3449018.5;-3449018.5
1215.0;-1516.0;8226.0;1129.0;-193.5;1322.5;-1322.5;1215000.0;1212269.0;8226.0;1129.0;606699.0;-605570.0;605570.0;1215.0;-1516.0;8226000.0;8218903.0;4108693.5;4110209.5;-4110209.5
2409.0;-322.0;6986.0;-111.0;-216.5;105.5;-105.5;2409000.0;2406269.0;6986.0;-111.0;1203079.0;-1203190.0;1203190.0;2409.0;-322.0;6986000.0;6978903.0;3489290.5;3489612.5;-3489612.5
2841.0;110.0;6834.0;-263.0;-76.5;-186.5;186.5;2841000.0;2838269.0;6834.0;-263.0;1419003.0;-1419266.0;1419266.0;2841.0;110.0;6834000.0;6826903.0;3413506.5;3413396.5;-3413396.5
4394.0;1663.0;6570.0;-527.0;568.0;-1095.0;1095.0;4394000.0;4391269.0;6570.0;-527.0;2195371.0;-2195898.0;2195898.0;4394.0;1663.0;6570000.0;6562903.0;3282283.0;3280620.0;-3280620.0
5524.0;2793.0;6459.0;-638.0;1077.5;-1715.5;1715.5;5524000.0;5521269.0;6459.0;-638.0;2760315.5;-2760953.5;2760953.5;5524.0;2793.0;6459000.0;6451903.0;3227348.0;3224555.0;-3224555.0
3350.0;619.0;6724.0;-373.0;123.0;-496.0;496.0;3350000.0;3347269.0;6724.0;-373.0;1673448.0;-1673821.0;1673821.0;3350.0;619.0;6724000.0;6716903.0;3358761.0;3358142.0;-3358142.0
1454.0;-1277.0;7737.0;640.0;-318.5;958.5;-958.5;1454000.0;1451269.0;7737.0;640.0;725954.5;-725314.5;725314.5;1454.0;-1277.0;7737000.0;7729903.0;3864313.0;3865590.0;-3865590.0
4404.0;1673.0;6569.0;-528.0;572.5;-1100.5;1100.5;4404000.0;4401269.0;6569.0;-528.0;2200370.5;-2200898.5;2200898.5;4404.0;1673.0;6569000.0;6561903.0;3281788.0;3280115.0;-3280115.0
3288.0;557.0;6737.0;-360.0;98.5;-458.5;458.5;3288000.0;3285269.0;6737.0;-360.0;1642454.5;-1642814.5;1642814.5;3288.0;557.0;6737000.0;6729903.0;3365230.0;3364673.0;-3364673.0
3187.0;456.0;6756.0;-341.0;57.5;-398.5;398.5;3187000.0;3184269.0;6756.0;-341.0;1591964.0;-1592305.0;1592305.0;3187.0;456.0;6756000.0;6748903.0;3374679.5;3374223.5;-3374223.5
2265.0;-466.0;7042.0;-55.0;-260.5;205.5;-205.5;2265000.0;2262269.0;7042.0;-55.0;1131107.0;-1131162.0;1131162.0;2265.0;-466.0;7042000.0;7034903.0;3517218.5;3517684.5;-3517684.5
1592.0;-1139.0;7538.0;441.0;-349.0;790.0;-790.0;1592000.0;1589269.0;7538.0;441.0;794855.0;-794414.0;794414.0;1592.0;-1139.0;7538000.0;7530903.0;3764882.0;3766021.0;-3766021.0
1379.0;-1352.0;7826.0;729.0;-311.5;1040.5;-1040.5;1379000.0;1376269.0;7826.0;729.0;688499.0;-687770.0;687770.0;1379.0;-1352.0;7826000.0;7818903.0;3908775.5;3910127.5;-3910127.5
4423.0;1692.0;6567.0;-530.0;581.0;-1111.0;1111.0;4423000.0;4420269.0;6567.0;-530.0;2209869.5;-2210399.5;2210399.5;4423.0;1692.0;6567000.0;6559903.0;3280797.5;3279105.5;-3279105.5
2625.0;-106.0;6894.0;-203.0;-154.5;-48.5;48.5;2625000.0;2622269.0;6894.0;-203.0;1311033.0;-1311236.0;1311236.0;2625.0;-106.0;6894000.0;6886903.0;3443398.5;3443504.5;-3443504.5
2944.0;213.0;6818.0;-279.0;-33.0;-246.0;246.0;2944000.0;2941269.0;6818.0;-279.0;1470495.0;-1470774.0;1470774.0;2944.0;213.0;6818000.0;6810903.0;3405558.0;3405345.0;-3405345.0
1406.0;-1325.0;7800.0;703.0;-311.0;1014.0;-1014.0;1406000.0;1403269.0;7800.0;703.0;701986.0;-701283.0;701283.0;1406.0;-1325.0;7800000.0;7792903.0;3895789.0;3897114.0;-3897114.0
1754.0;-977.0;7361.0;264.0;-356.5;620.5;-620.5;1754000.0;1751269.0;7361.0;264.0;875766.5;-875502.5;875502.5;1754.0;-977.0;7361000.0;7353903.0;3676463.0;3677440.0;-3677440.0
1342.0;-1389.0;7885.0;788.0;-300.5;1088.5;-1088.5;1342000.0;1339269.0;7885.0;788.0;670028.5;-669240.5;669240.5;1342.0;-1389.0;7885000.0;7877903.0;3938257.0;3939646.0;-3939646.0
1630.0;-1101.0;7477.0;380.0;-360.5;740.5;-740.5;1630000.0;1627269.0;7477.0;380.0;813824.5;-813444.5;813444.5;1630.0;-1101.0;7477000.0;7469903.0;3734401.0;3735502.0;-3735502.0
2530.0;-201.0;6928.0;-169.0;-185.0;16.0;-16.0;2530000.0;2527269.0;6928.0;-169.0;1263550.0;-1263719.0;1263719.0;2530.0;-201.0;6928000.0;6920903.0;3460351.0;3460552.0;-3460552.0
4347.0;1616.0;6578.0;-519.0;548.5;-1067.5;1067.5;4347000.0;4344269.0;6578.0;-519.0;2171875.0;-2172394.0;2172394.0;4347.0;1616.0;6578000.0;6570903.0;3286259.5;3284643.5;-3284643.5
2171.0;-560.0;7081.0;-16.0;-288.0;272.0;-272.0;2171000.0;2168269.0;7081.0;-16.0;1084126.5;-1084142.5;1084142.5;2171.0;-560.0;7081000.0;7073903.0;3536671.5;3537231.5;-3537231.5
1368.0;-1363.0;7847.0;750.0;-306.5;1056.5;-1056.5;1368000.0;1365269.0;7847.0;750.0;683009.5;-682259.5;682259.5;1368.0;-1363.0;7847000.0;7839903.0;3919270.0;3920633.0;-3920633.0
2151.0;-580.0;7105.0;8.0;-286.0;294.0;-294.0;2151000.0;2148269.0;7105.0;8.0;1074138.5;-1074130.5;1074130.5;2151.0;-580.0;7105000.0;7097903.0;3548661.5;3549241.5;-3549241.5
4919.0;2188.0;6510.0;-587.0;800.5;-1387.5;1387.5;4919000.0;4916269.0;6510.0;-587.0;2457841.0;-2458428.0;2458428.0;4919.0;2188.0;6510000.0;6502903.0;3252545.5;3250357.5;-3250357.5
2060.0;-671.0;7160.0;63.0;-304.0;367.0;-367.0;2060000.0;2057269.0;7160.0;63.0;1028666.0;-1028603.0;1028603.0;2060.0;-671.0;7160000.0;7152903.0;3576116.0;3576787.0;-3576787.0
3770.0;1039.0;6651.0;-446.0;296.5;-742.5;742.5;3770000.0;3767269.0;6651.0;-446.0;1883411.5;-1883857.5;1883857.5;3770.0;1039.0;6651000.0;6643903.0;3322471.0;3321432.0;-3321432.0
2477.0;-254.0;6954.0;-143.0;-198.5;55.5;-55.5;2477000.0;2474269.0;6954.0;-143.0;1237063.0;-1237206.0;1237206.0;2477.0;-254.0;6954000.0;6946903.0;3473324.5;3473578.5;-3473578.5
1423.0;-1308.0;7785.0;688.0;-310.0;998.0;-998.0;1423000.0;1420269.0;7785.0;688.0;710478.5;-709790.5;709790.5;1423.0;-1308.0;7785000.0;7777903.0;3888297.5;3889605.5;-3889605.5
4993.0;2262.0;6501.0;-596.0;833.0;-1429.0;1429.0;4993000.0;4990269.0;6501.0;-596.0;2494836.5;-2495432.5;2495432.5;4993.0;2262.0;6501000.0;6493903.0;3248082.5;3245820.5;-3245820.5
3135.0;404.0;6771.0;-326.0;39.0;-365.0;365.0;3135000.0;3132269.0;6771.0;-326.0;1565971.5;-1566297.5;1566297.5;3135.0;404.0;6771000.0;6763903.0;3382153.5;3381749.5;-3381749.5
2546.0;-185.0;6924.0;-173.0;-179.0;6.0;-6.0;2546000.0;2543269.0;6924.0;-173.0;1271548.0;-1271721.0;1271721.0;2546.0;-185.0;6924000.0;6916903.0;3458359.0;3458544.0;-3458544.0
4831.0;2100.0;6522.0;-575.0;762.5;-1337.5;1337.5;4831000.0;4828269.0;6522.0;-575.0;2413847.0;-2414422.0;2414422.0;4831.0;2100.0;6522000.0;6514903.0;3258501.5;3256401.5;-3256401.5
5177.0;2446.0;6483.0;-614.0;916.0;-1530.0;1530.0;5177000.0;5174269.0;6483.0;-614.0;2586827.5;-2587441.5;2587441.5;5177.0;2446.0;6483000.0;6475903.0;3239174.5;3236728.5;-3236728.5
1600.0;-1131.0;7535.0;438.0;-346.5;784.5;-784.5;1600000.0;1597269.0;7535.0;438.0;798853.5;-798415.5;798415.5;1600.0;-1131.0;7535000.0;7527903.0;3763386.0;3764517.0;-3764517.0
1572.0;-1159.0;7558.0;461.0;-349.0;810.0;-810.0;1572000.0;1569269.0;7558.0;461.0;784865.0;-784404.0;784404.0;1572.0;-1159.0;7558000.0;7550903.0;3774872.0;3776031.0;-3776031.0
4091.0;1360.0;6620.0;-477.0;441.5;-918.5;918.5;4091000.0;4088269.0;6620.0;-477.0;2043896.0;-2044373.0;2044373.0;4091.0;1360.0;6620000.0;6612903.0;3307131.5;3305771.5;-3305771.5
1251.0;-1480.0;8152.0;1055.0;-212.5;1267.5;-1267.5;1251000.0;1248269.0;8152.0;1055.0;624662.0;-623607.0;623607.0;1251.0;-1480.0;8152000.0;8144903.0;4071711.5;4073191.5;-4073191.5
2389.0;-342.0;6994.0;-103.0;-222.5;119.5;-119.5;2389000.0;2386269.0;6994.0;-103.0;1193083.0;-1193186.0;1193186.0;2389.0;-342.0;6994000.0;6986903.0;3493280.5;3493622.5;-3493622.5
1345.0;-1386.0;7876.0;779.0;-303.5;1082.5;-1082.5;1345000.0;1342269.0;7876.0;779.0;671524.0;-670745.0;670745.0;1345.0;-1386.0;7876000.0;7868903.0;3933758.5;3935144.5;-3935144.5
1264.0;-1467.0;8090.0;993.0;-237.0;1230.0;-1230.0;1264000.0;1261269.0;8090.0;993.0;631131.0;-630138.0;630138.0;1264.0;-1467.0;8090000.0;8082903.0;4040718.0;4042185.0;-4042185.0
1413.0;-1318.0;7791.0;694.0;-312.0;1006.0;-1006.0;1413000.0;1410269.0;7791.0;694.0;705481.5;-704787.5;704787.5;1413.0;-1318.0;7791000.0;7783903.0;3891292.5;3892610.5;-3892610.5
2016.0;-715.0;7182.0;85.0;-315.0;400.0;-400.0;2016000.0;2013269.0;7182.0;85.0;1006677.0;-1006592.0;1006592.0;2016.0;-715.0;7182000.0;7174903.0;3587094.0;3587809.0;-3587809.0
1254.0;-1477.0;8113.0;1016.0;-230.5;1246.5;-1246.5;1254000.0;1251269.0;8113.0;1016.0;626142.5;-625126.5;625126.5;1254.0;-1477.0;8113000.0;8105903.0;4052213.0;4053690.0;-4053690.0
3047.0;316.0;6791.0;-306.0;5.0;-311.0;311.0;3047000.0;3044269.0;6791.0;-306.0;1521981.5;-1522287.5;1522287.5;3047.0;316.0;6791000.0;6783903.0;3392109.5;3391793.5;-3391793.5
